Date,Hebrew_Country,Positive and vaccinated,Positive and vaccinated (not valid),Positive unvaccinated,Vaccinated residents,Vaccinated(not valid) residents,Unvaccinated residents,Country
2021-10-26,אתיופיה,0,0,0,18,1,0,Ethiopia
2021-10-26,רואנדה,0,0,0,1,0,0,Rwanda
2021-10-26,אוזבקיסטן,0,0,0,5,0,0,Uzbekistan
2021-10-26,ניו זילנד,0,0,0,0,0,0,New Zealand
2021-10-26,קזחסטאן,0,0,0,1,0,0,Kazakhstan
2021-10-26,מלדיבים,0,0,0,15,1,0,Maldives
2021-10-26,גיברלטר,0,0,0,0,0,0,Gibraltar
2021-10-26,פרו,0,0,0,1,0,0,Peru
2021-10-26,סלובניה,0,0,0,4,0,0,Slovenia
2021-10-26,הולנד,0,0,0,319,8,0,Netherlands
2021-10-26,תאילנד,0,0,0,1,0,0,Thailand
2021-10-26,פולין,0,0,0,178,4,0,Poland
2021-10-26,ונצואלה,0,0,0,0,2,0,Venezuela
2021-10-26,הודו,0,0,0,7,0,0,India
2021-10-26,פינלנד,0,0,0,0,0,0,Finland
2021-10-26,לטביה,0,0,0,24,3,0,Latvia
2021-10-26,איטליה,0,0,0,336,5,0,Italy
2021-10-26,ליטא,0,0,0,3,0,0,Lithuania
2021-10-26,איחוד האמירויות הערב,0,0,0,283,9,0,UAE
2021-10-26,אוסטרליה,0,0,0,0,0,0,Australia
2021-10-26,הרפ הדומיניקנית,0,0,0,1,0,0,Dominican Harp
2021-10-26,מקדוניה,0,0,0,3,0,0,Macedonia
2021-10-26,אוגנדה,0,0,0,4,1,0,Uganda
2021-10-26,גאנה,0,0,0,1,0,0,Ghana
2021-10-26,ארגנטינה,0,0,0,18,3,0,Argentina
2021-10-26,ירדן,0,0,0,32,3,0,Jordan
2021-10-26,תורכמניסטאן,0,0,0,1,1,0,Turkmenistan
2021-10-26,כלל המדינות,10,1,0,8485,419,0,All Countries
2021-10-27,רואנדה,0,0,0,1,0,0,Rwanda
2021-10-27,מאוריציוס,0,0,0,2,0,0,Mauritius
2021-10-27,צכיה,0,0,0,182,10,0,Czech Republic
2021-10-27,איסלנד,0,0,0,3,0,0,Iceland
2021-10-27,אסטוניה,0,0,0,1,0,0,Estonia
2021-10-27,קוסטה ריקה,0,0,0,2,0,0,Costa Rica
2021-10-27,איי גילברט ואליס,0,0,0,0,0,0,Gilbert and Alice Islands
2021-10-27,ונצואלה,0,0,0,0,0,0,Venezuela
2021-10-27,אלבניה,0,0,0,2,0,0,Albania
2021-10-27,נפאל,0,0,0,1,2,0,Nepal
2021-10-27,מונטנגרו,0,0,0,101,1,0,Montenegro
2021-10-27,מרוקו,0,0,0,62,1,0,Morocco
2021-10-27,פינלנד,0,0,0,23,2,0,Finland
2021-10-27,אוזבקיסטן,0,0,0,2,1,0,Uzbekistan
2021-10-27,הולנד,0,0,0,150,10,0,Netherlands
2021-10-27,קנדה,0,0,0,53,8,0,Canada
2021-10-27,דנמרק,0,0,0,7,1,0,Denmark
2021-10-27,הממלכה המאוחדת,2,0,0,410,11,0,United Kingdom
2021-10-27,דרום אפריקה,0,0,0,25,3,0,South Africa
2021-10-27,מקסיקו,0,0,0,8,3,0,Mexico
2021-10-27,גרנדה,0,0,0,0,1,0,Grande
2021-10-27,זמביה,0,0,0,1,0,0,Zambia
2021-10-27,מלטה,0,0,0,35,1,0,Malta
2021-10-27,בולגריה,1,0,0,199,10,0,Bulgaria
2021-10-27,יוון,0,0,0,315,7,0,Greece
2021-10-27,קטר,0,0,0,2,0,0,Qatar
2021-10-27,גאורגיה,0,0,0,112,8,0,Georgia
2021-10-27,גאנה,0,0,0,1,0,0,Ghana
2021-10-27,גרמניה,0,0,0,392,14,0,Germany
2021-10-27,בלגיה,0,0,0,14,0,0,Belgium
2021-10-27,קפריסין,0,0,0,194,5,0,Cyprus
2021-10-27,מלדיבים,0,0,0,32,3,0,Maldives
2021-10-27,אנגולה,0,0,0,0,0,0,Angola
2021-10-27,אזרביג'אן,0,0,0,10,0,0,Azerbaijan
2021-10-27,אקואדור,0,0,0,4,0,0,Ecuador
2021-10-27,קוריאה הדרומית,0,0,0,4,1,0,South Korea
2021-10-27,ברזיל,0,0,0,5,1,0,Brazil
2021-10-27,פורטוגל,0,0,0,98,1,0,Portugal
2021-10-27,קירג'זסטאן,0,0,0,2,0,0,Kyrgyzstan
2021-10-27,פיליפינים,0,0,0,0,0,0,Philippines
2021-10-27,ירדן,0,0,0,55,4,0,Jordan
2021-10-27,שוודיה,0,0,0,2,1,0,Sweden
2021-10-27,לוכסמבורג,0,0,0,3,0,0,Luxembourg
2021-10-27,הודו,0,0,0,11,0,0,India
2021-10-27,פולין,0,0,0,83,0,0,Poland
2021-10-27,טנזניה,0,0,0,80,4,0,Tanzania
2021-10-27,הונגריה,1,0,0,446,9,0,Hungary
2021-10-27,רומניה,0,0,0,229,5,0,Romania
2021-10-27,גיברלטר,0,0,0,3,0,0,Gibraltar
2021-10-27,"קונגו, רפ. דמוק.",0,0,0,1,0,0," Congo, Ref. Deep. "
2021-10-27,סרביה,0,0,0,8,0,0,Serbia
2021-10-27,בילורוסיה,0,0,0,3,0,0,Belarus
2021-10-27,סרי לנקה (צילון),0,0,0,2,0,0,Sri Lanka (photo)
2021-10-27,אוסטרליה,0,0,0,2,0,0,Australia
2021-10-27,תוניסיה,0,0,0,2,0,0,Tunisia
2021-10-27,בוטסואנה,0,0,0,1,0,0,Botswana
2021-10-27,אוקראינה,3,0,0,316,33,0,Ukraine
2021-10-27,קרואטיה,0,0,0,3,0,0,Croatia
2021-10-27,רוסיה,2,1,0,123,25,0,Russia
2021-10-27,תורכמניסטאן,0,0,0,4,1,0,Turkmenistan
2021-10-27,אוסטריה,0,0,0,262,2,0,Austria
2021-10-27,קניה,0,0,0,7,0,0,Kenya
2021-10-27,מצרים,1,0,0,258,14,0,Egypt
2021-10-27,סין,0,0,0,0,0,0,China
2021-10-27,אינדונזיה,0,0,0,1,0,0,Indonesia
2021-10-27,פרו,0,0,0,0,1,0,Peru
2021-10-27,תורכיה,3,0,0,1109,99,0,Turkey
2021-10-27,ניגריה,0,0,0,2,1,0,Nigeria
2021-10-27,איי טורקס וקייקוס,0,0,0,7,0,0,Turks and Caicos Islands
2021-10-27,יפן,0,0,0,0,0,0,Japan
2021-10-27,פנמה,0,0,0,7,1,0,Panama
2021-10-27,אורגוואי,0,0,0,0,0,0,Uruguay
2021-10-27,קולומביה,0,0,0,2,1,0,Colombia
2021-10-27,אוגנדה,0,0,0,1,0,0,Uganda
2021-10-27,נורבגיה,0,0,0,3,0,0,Norway
2021-10-27,ארצות הברית,1,1,0,947,60,0,United States
2021-10-27,אתיופיה,0,0,0,10,1,0,Ethiopia
2021-10-27,ארמניה,0,0,0,9,0,0,Armenia
2021-10-27,אירלנד,0,0,0,6,0,0,Ireland
2021-10-27,קוסובו,0,0,0,1,0,0,Kosovo
2021-10-27,ארגנטינה,0,0,0,0,0,0,Argentina
2021-10-27,תאילנד,0,0,0,6,0,0,Thailand
2021-10-27,איטליה,0,0,0,444,4,0,Italy
2021-10-27,שוויץ,0,0,0,66,0,0,Switzerland
2021-10-27,איי סיישל,0,0,0,86,5,0,Seychelles
2021-10-27,איחוד האמירויות הערב,0,0,0,133,6,0,UAE
2021-10-27,קזחסטאן,0,0,0,0,0,0,Kazakhstan
2021-10-27,בוסניה הרצגובינה,0,0,0,2,0,0,Bosnia and Herzegovina
2021-10-27,ספרד,0,0,0,28,3,0,Spain
2021-10-27,זאיר,0,0,0,1,0,0,Zaire
2021-10-27,צרפת,0,0,0,500,37,0,France
2021-10-27,כלל המדינות,14,2,0,8278,460,0,All Countries
2021-10-28,הונגריה,1,0,0,559,12,0,Hungary
2021-10-28,פנמה,0,0,0,2,2,0,Panama
2021-10-28,טנזניה,0,0,0,8,0,0,Tanzania
2021-10-28,ברזיל,0,0,0,11,1,0,Brazil
2021-10-28,איחוד האמירויות הערב,0,0,0,519,19,0,UAE
2021-10-28,קוסטה ריקה,0,0,0,4,1,0,Costa Rica
2021-10-28,צכיה,0,0,0,226,4,0,Czech Republic
2021-10-28,איטליה,0,0,0,572,15,0,Italy
2021-10-28,הונג קונג,0,0,0,4,3,0,Hong Kong
2021-10-28,בליז,0,0,0,0,0,0,Belize
2021-10-28,מרוקו,0,0,0,120,6,0,Morocco
2021-10-28,שוודיה,0,0,0,11,2,0,Sweden
2021-10-28,צ'ילה,0,0,0,3,1,0,Chile
2021-10-28,אנגולה,0,0,0,2,0,0,Angola
2021-10-28,צרפת,0,0,0,665,34,0,France
2021-10-28,טג'יקיסטאן,0,0,0,3,0,0,Tajikistan
2021-10-28,סינגפור,0,0,0,9,0,0,Singapore
2021-10-28,איסלנד,0,0,0,5,0,0,Iceland
2021-10-28,גווטאמלה,0,0,0,3,0,0,Guatemala
2021-10-28,גאנה,0,0,0,3,0,0,Ghana
2021-10-28,גרמניה,0,0,0,197,7,0,Germany
2021-10-28,אורגוואי,0,0,0,1,1,0,Uruguay
2021-10-28,קולומביה,0,0,0,4,0,0,Colombia
2021-10-28,הממלכה המאוחדת,0,0,0,409,12,0,United Kingdom
2021-10-28,אוגנדה,0,0,0,7,0,0,Uganda
2021-10-28,בחריין,0,0,0,22,1,0,Bahrain
2021-10-28,אפגניסטן,0,0,0,0,0,0,Afghanistan
2021-10-28,זמביה,0,0,0,3,0,0,Zambia
2021-10-28,סלובניה,0,0,0,1,0,0,Slovenia
2021-10-28,ספרד,0,0,0,238,10,0,Spain
2021-10-28,רואנדה,0,0,0,4,0,0,Rwanda
2021-10-28,טוגו,0,0,0,1,0,0,Togo
2021-10-28,אוקראינה,4,2,0,174,27,0,Ukraine
2021-10-28,דרום אפריקה,0,0,0,27,0,0,South Africa
2021-10-28,ארמניה,0,0,0,3,0,0,Armenia
2021-10-28,אוסטריה,0,0,0,414,9,0,Austria
2021-10-28,שוויץ,0,0,0,115,1,0,Switzerland
2021-10-28,איי סיישל,0,0,0,0,1,0,Seychelles
2021-10-28,נורבגיה,0,0,0,7,0,0,Norway
2021-10-28,ירדן,0,1,0,247,10,0,Jordan
2021-10-28,פורטוגל,0,0,0,253,8,0,Portugal
2021-10-28,מקסיקו,0,0,0,7,1,0,Mexico
2021-10-28,ארצות הברית,0,0,0,980,38,0,United States
2021-10-28,אזרביג'אן,0,0,0,89,2,0,Azerbaijan
2021-10-28,נפאל,0,0,0,4,0,0,Nepal
2021-10-28,פולין,0,0,0,94,2,0,Poland
2021-10-28,קרואטיה,0,0,0,1,0,0,Croatia
2021-10-28,תורכמניסטאן,0,0,0,1,0,0,Turkmenistan
2021-10-28,קונגו,0,0,0,2,0,0,Congo
2021-10-28,הולנד,0,0,0,198,16,0,Netherlands
2021-10-28,מקדוניה,0,0,0,2,0,0,Macedonia
2021-10-28,איי טורקס וקייקוס,0,0,0,6,0,0,Turks and Caicos Islands
2021-10-28,בלגיה,0,0,0,15,0,0,Belgium
2021-10-28,אירלנד,0,0,0,10,0,0,Ireland
2021-10-28,ארגנטינה,0,0,0,7,0,0,Argentina
2021-10-28,יפן,0,0,0,1,0,0,Japan
2021-10-28,רוסיה,1,0,0,237,26,0,Russia
2021-10-28,סרביה,0,0,0,15,0,0,Serbia
2021-10-28,הרפ הדומיניקנית,0,0,0,2,0,0,Dominican Harp
2021-10-28,"קונגו, רפ. דמוק.",0,0,0,1,0,0," Congo, Ref. Deep. "
2021-10-28,מלאווי,0,0,0,1,0,0,Malawi
2021-10-28,בילורוסיה,0,0,0,69,15,0,Belarus
2021-10-28,ליטא,0,0,0,88,4,0,Lithuania
2021-10-28,מולדובה,0,0,0,46,6,0,Moldova
2021-10-28,ערב הסעודית,0,0,0,1,1,0,Saudi Arabia
2021-10-28,סרי לנקה (צילון),0,0,0,0,0,0,Sri Lanka (photo)
2021-10-28,אוסטרליה,0,0,0,3,0,0,Australia
2021-10-28,קזחסטאן,0,0,0,2,0,0,Kazakhstan
2021-10-28,אקואדור,0,0,0,1,0,0,Ecuador
2021-10-28,תאילנד,0,0,0,1,0,0,Thailand
2021-10-28,פינלנד,0,0,0,12,0,0,Finland
2021-10-28,לטביה,0,0,0,2,0,0,Latvia
2021-10-28,אסטוניה,0,0,0,4,0,0,Estonia
2021-10-28,בולגריה,0,0,0,115,3,0,Bulgaria
2021-10-28,מונטנגרו,0,0,0,153,1,0,Montenegro
2021-10-28,פיליפינים,0,0,0,1,0,0,Philippines
2021-10-28,זאיר,0,0,0,1,0,0,Zaire
2021-10-28,הודו,0,0,0,18,0,0,India
2021-10-28,גינאה המשוונית,0,0,0,1,0,0, Equatorial Guinea 
2021-10-28,מלדיבים,0,0,0,12,3,0,Maldives
2021-10-28,קפריסין,0,0,0,433,16,0,Cyprus
2021-10-28,תורכיה,1,0,0,1191,101,0,Turkey
2021-10-28,סין,0,0,0,0,0,0,China
2021-10-28,דנמרק,0,0,0,59,3,0,Denmark
2021-10-28,חוף השנהב,0,0,0,2,0,0,Ivory Coast
2021-10-28,יוון,0,0,0,599,16,0,Greece
2021-10-28,אוזבקיסטן,0,0,0,4,2,0,Uzbekistan
2021-10-28,קנדה,0,0,0,11,0,0,Canada
2021-10-28,קמרון,0,0,0,0,0,0,Cameroon
2021-10-28,רומניה,1,0,0,116,4,0,Romania
2021-10-28,גאורגיה,0,0,0,662,17,0,Georgia
2021-10-28,ניגריה,0,0,0,6,0,0,Nigeria
2021-10-28,קוריאה הדרומית,0,0,0,1,0,0,South Korea
2021-10-28,פרו,0,0,0,1,0,0,Peru
2021-10-28,קניה,0,0,0,7,1,0,Kenya
2021-10-28,מצרים,0,1,0,473,26,0,Egypt
2021-10-28,אתיופיה,0,0,0,44,7,0,Ethiopia
2021-10-28,כלל המדינות,9,4,0,11486,552,0,All Countries
2021-10-29,יוון,1,0,0,554,4,0,Greece
2021-10-29,ארגנטינה,0,0,0,8,0,0,Argentina
2021-10-29,זאיר,0,0,0,2,0,0,Zaire
2021-10-29,מרוקו,1,0,0,126,1,0,Morocco
2021-10-29,אנדורה,0,0,0,1,1,0,Andorra
2021-10-29,רוסיה,1,1,0,183,13,0,Russia
2021-10-29,אזרביג'אן,0,0,0,110,1,0,Azerbaijan
2021-10-29,מקסיקו,0,0,0,11,2,0,Mexico
2021-10-29,קניה,0,0,0,4,0,0,Kenya
2021-10-29,קמרון,0,0,0,2,0,0,Cameroon
2021-10-29,אירלנד,0,0,0,5,1,0,Ireland
2021-10-29,סרביה,0,0,0,11,0,0,Serbia
2021-10-29,תורכמניסטאן,0,0,0,1,1,0,Turkmenistan
2021-10-29,טובלו,0,0,0,1,0,0,Tuvalu
2021-10-29,אוסטרליה,0,0,0,2,0,0,Australia
2021-10-29,ערב הסעודית,0,0,0,1,0,0,Saudi Arabia
2021-10-29,מלטה,0,0,0,7,0,0,Malta
2021-10-29,הולנד,0,0,0,172,5,0,Netherlands
2021-10-29,בלגיה,0,0,0,144,2,0,Belgium
2021-10-29,ליטא,0,0,0,6,0,0,Lithuania
2021-10-29,סאו טומה ופרינציפה,0,0,0,3,0,0,Sao Tome and Principe
2021-10-29,קטר,0,0,0,0,0,0,Qatar
2021-10-29,מונטנגרו,0,0,0,61,3,0,Montenegro
2021-10-29,גאנה,0,0,0,1,0,0,Ghana
2021-10-29,בורקינה פאסו,0,0,0,1,0,0,Burkina Faso
2021-10-29,בילורוסיה,0,0,0,1,0,0,Belarus
2021-10-29,מקדוניה,0,0,0,13,3,0,Macedonia
2021-10-29,גרנדה,0,0,0,1,0,0,Grande
2021-10-29,לבנון,0,0,0,5,0,0,Lebanon
2021-10-29,אלבניה,0,0,0,2,0,0,Albania
2021-10-29,קירג'זסטאן,0,0,0,3,0,0,Kyrgyzstan
2021-10-29,פורטוגל,0,0,0,38,3,0,Portugal
2021-10-29,תאילנד,0,0,0,123,11,0,Thailand
2021-10-29,חוף השנהב,0,0,0,2,0,0,Ivory Coast
2021-10-29,צ'ילה,0,0,0,0,0,0,Chile
2021-10-29,יפן,0,0,0,0,0,0,Japan
2021-10-29,מאוריציוס,0,0,0,2,1,0,Mauritius
2021-10-29,איחוד האמירויות הערב,0,0,0,291,13,0,UAE
2021-10-29,אתיופיה,0,0,0,2,0,0,Ethiopia
2021-10-29,גאורגיה,2,0,0,376,22,0,Georgia
2021-10-29,דנמרק,0,0,0,12,0,0,Denmark
2021-10-29,אקואדור,0,0,0,4,1,0,Ecuador
2021-10-29,סין,0,0,0,0,0,0,China
2021-10-29,קרואטיה,0,0,0,17,0,0,Croatia
2021-10-29,קולומביה,0,0,0,5,0,0,Colombia
2021-10-29,איי טורקס וקייקוס,0,0,0,0,0,0,Turks and Caicos Islands
2021-10-29,נפאל,0,0,0,4,0,0,Nepal
2021-10-29,איי סיישל,0,0,0,2,0,0,Seychelles
2021-10-29,צאד,0,0,0,1,0,0, Tsad 
2021-10-29,מולדובה,0,0,0,3,1,0,Moldova
2021-10-29,תורכיה,0,1,0,804,78,0,Turkey
2021-10-29,ספרד,0,0,0,606,18,0,Spain
2021-10-29,בולגריה,0,0,0,5,2,0,Bulgaria
2021-10-29,צכיה,1,0,0,367,4,0,Czech Republic
2021-10-29,אורגוואי,0,0,0,1,1,0,Uruguay
2021-10-29,ניגריה,0,0,0,3,0,0,Nigeria
2021-10-29,מלדיבים,0,0,0,8,0,0,Maldives
2021-10-29,ארצות הברית,0,0,0,1325,51,0,United States
2021-10-29,קנדה,0,0,0,101,6,0,Canada
2021-10-29,הממלכה המאוחדת,0,0,0,491,12,0,United Kingdom
2021-10-29,קוריאה הדרומית,0,0,0,9,2,0,South Korea
2021-10-29,איטליה,0,0,0,590,10,0,Italy
2021-10-29,סיירה ליאונה,0,0,0,0,0,0,Sierra Leone
2021-10-29,קוסטה ריקה,0,0,0,5,1,0,Costa Rica
2021-10-29,בליז,0,0,0,1,0,0,Belize
2021-10-29,קפריסין,0,0,0,201,6,0,Cyprus
2021-10-29,איסלנד,0,0,0,1,0,0,Iceland
2021-10-29,אוזבקיסטן,0,0,0,7,1,0,Uzbekistan
2021-10-29,גרמניה,0,0,0,737,16,0,Germany
2021-10-29,הודו,0,0,0,44,1,0,India
2021-10-29,פנמה,0,0,0,2,0,0,Panama
2021-10-29,דומיניקה,0,0,0,2,0,0,Dominica
2021-10-29,גמביה,0,0,0,1,0,0,Gambia
2021-10-29,שוויץ,0,0,0,303,6,0,Switzerland
2021-10-29,נורבגיה,0,0,0,5,0,0,Norway
2021-10-29,אוקראינה,2,3,0,344,35,0,Ukraine
2021-10-29,הונגריה,1,0,0,266,3,0,Hungary
2021-10-29,סינגפור,0,0,0,5,1,0,Singapore
2021-10-29,לוכסמבורג,0,0,0,5,0,0,Luxembourg
2021-10-29,סלובניה,0,0,0,5,0,0,Slovenia
2021-10-29,ירדן,0,0,0,4,0,0,Jordan
2021-10-29,שוודיה,0,0,0,18,1,0,Sweden
2021-10-29,קזחסטאן,0,0,0,0,0,0,Kazakhstan
2021-10-29,אוסטריה,0,0,0,659,10,0,Austria
2021-10-29,רומניה,0,0,0,157,8,0,Romania
2021-10-29,מצרים,0,0,0,291,18,0,Egypt
2021-10-29,אסטוניה,0,0,0,2,0,0,Estonia
2021-10-29,ברזיל,0,0,0,8,0,0,Brazil
2021-10-29,סרי לנקה (צילון),0,0,0,1,0,0,Sri Lanka (photo)
2021-10-29,סנגל,0,0,0,1,0,0,Senegal
2021-10-29,פולין,1,0,0,217,3,0,Poland
2021-10-29,פינלנד,0,0,0,29,3,0,Finland
2021-10-29,פיליפינים,0,0,0,1,0,0,Philippines
2021-10-29,סלובקיה,0,0,0,2,0,0,Slovakia
2021-10-29,ניו זילנד,0,0,0,0,0,0,New Zealand
2021-10-29,בוסניה הרצגובינה,0,0,0,1,2,0,Bosnia and Herzegovina
2021-10-29,הרפ הדומיניקנית,0,0,0,2,0,0,Dominican Harp
2021-10-29,אנגולה,0,0,0,1,0,0,Angola
2021-10-29,צרפת,0,0,0,665,20,0,France
2021-10-29,דרום אפריקה,0,0,0,3,0,0,South Africa
2021-10-29,ארמניה,0,0,0,10,0,0,Armenia
2021-10-29,כלל המדינות,12,5,0,11178,436,0,All Countries
2021-10-30,צ'ילה,0,0,0,0,0,0,Chile
2021-10-30,מרוקו,0,0,0,5,0,0,Morocco
2021-10-30,מצרים,1,0,0,1430,25,0,Egypt
2021-10-30,חוף השנהב,0,0,0,2,0,0,Ivory Coast
2021-10-30,הממלכה המאוחדת,2,0,0,326,7,0,United Kingdom
2021-10-30,קרואטיה,0,0,0,4,0,0,Croatia
2021-10-30,איסלנד,0,0,0,1,0,0,Iceland
2021-10-30,טוגו,0,0,0,6,1,0,Togo
2021-10-30,מונטנגרו,0,0,0,1,0,0,Montenegro
2021-10-30,יוון,1,0,0,530,6,0,Greece
2021-10-30,פנמה,0,0,0,2,0,0,Panama
2021-10-30,צכיה,0,0,0,203,2,0,Czech Republic
2021-10-30,ליבריה,0,0,0,0,0,0,Liberia
2021-10-30,בוסניה הרצגובינה,0,0,0,2,1,0,Bosnia and Herzegovina
2021-10-30,איטליה,0,0,0,325,7,0,Italy
2021-10-30,פיליפינים,0,0,0,0,0,0,Philippines
2021-10-30,אוגנדה,0,0,0,3,0,0,Uganda
2021-10-30,מלדיבים,0,0,0,6,0,0,Maldives
2021-10-30,קוריאה הדרומית,0,0,0,1,0,0,South Korea
2021-10-30,סינגפור,0,0,0,5,0,0,Singapore
2021-10-30,גינאה המשוונית,0,0,0,3,0,0, Equatorial Guinea 
2021-10-30,יפן,0,0,0,0,0,0,Japan
2021-10-30,דרום אפריקה,0,0,0,23,0,0,South Africa
2021-10-30,ארגנטינה,0,0,0,0,0,0,Argentina
2021-10-30,צרפת,0,0,0,266,12,0,France
2021-10-30,קזחסטאן,0,0,0,2,0,0,Kazakhstan
2021-10-30,בולגריה,1,0,0,150,2,0,Bulgaria
2021-10-30,הודו,0,0,0,11,0,0,India
2021-10-30,קנדה,0,0,0,3,1,0,Canada
2021-10-30,אוזבקיסטן,0,0,0,3,0,0,Uzbekistan
2021-10-30,בילורוסיה,0,0,0,1,0,0,Belarus
2021-10-30,סנגל,0,0,0,3,0,0,Senegal
2021-10-30,מוזמביק,0,0,0,2,0,0,Mozambique
2021-10-30,גאנה,0,0,0,1,0,0,Ghana
2021-10-30,סין,0,0,0,0,0,0,China
2021-10-30,בורקינה פאסו,0,0,0,0,1,0,Burkina Faso
2021-10-30,טיוואן,0,0,0,0,0,0,Taiwan
2021-10-30,תאילנד,0,0,0,0,0,0,Thailand
2021-10-30,ברזיל,0,0,0,0,0,0,Brazil
2021-10-30,פרו,0,0,0,5,1,0,Peru
2021-10-30,מולדובה,0,0,0,9,0,0,Moldova
2021-10-30,סלובניה,0,0,0,1,0,0,Slovenia
2021-10-30,אתיופיה,0,0,0,26,8,0,Ethiopia
2021-10-30,גרמניה,0,0,0,207,4,0,Germany
2021-10-30,קובה,0,0,0,2,0,0,Cuba
2021-10-30,בלגיה,0,0,0,8,0,0,Belgium
2021-10-30,קולומביה,0,0,0,5,2,0,Colombia
2021-10-30,אקואדור,0,0,0,1,0,0,Ecuador
2021-10-30,טנזניה,0,0,0,8,0,0,Tanzania
2021-10-30,ערב הסעודית,0,0,0,25,0,0,Saudi Arabia
2021-10-30,פורטוגל,0,0,0,23,0,0,Portugal
2021-10-30,איחוד האמירויות הערב,0,0,0,137,5,0,UAE
2021-10-30,זמביה,0,0,0,1,0,0,Zambia
2021-10-30,תוניסיה,0,0,0,4,0,0,Tunisia
2021-10-30,סרביה,0,0,0,3,0,0,Serbia
2021-10-30,קניה,0,0,0,7,0,0,Kenya
2021-10-30,הולנד,0,0,0,206,3,0,Netherlands
2021-10-30,אלבניה,0,0,0,1,2,0,Albania
2021-10-30,קירג'זסטאן,0,0,0,0,0,0,Kyrgyzstan
2021-10-30,רומניה,0,0,0,181,11,0,Romania
2021-10-30,תורכיה,1,0,0,1260,101,0,Turkey
2021-10-30,ניגריה,0,0,0,8,0,0,Nigeria
2021-10-30,קפריסין,0,0,0,555,13,0,Cyprus
2021-10-30,מלאווי,0,0,0,1,0,0,Malawi
2021-10-30,ליטא,0,0,0,3,1,0,Lithuania
2021-10-30,נמיביה,0,0,0,2,2,0,Namibia
2021-10-30,מאוריציוס,0,0,0,1,0,0,Mauritius
2021-10-30,פולין,0,0,0,148,2,0,Poland
2021-10-30,אוסטריה,0,0,0,346,0,0,Austria
2021-10-30,פולינזיה הצרפתית,0,0,0,0,0,0,French Polynesia
2021-10-30,שוויץ,0,0,0,48,0,0,Switzerland
2021-10-30,נורבגיה,0,0,0,5,0,0,Norway
2021-10-30,איי טורקס וקייקוס,0,0,0,3,0,0,Turks and Caicos Islands
2021-10-30,רואנדה,0,0,0,0,1,0,Rwanda
2021-10-30,פינלנד,0,0,0,4,0,0,Finland
2021-10-30,לטביה,0,0,0,18,3,0,Latvia
2021-10-30,לוכסמבורג,0,0,0,3,0,0,Luxembourg
2021-10-30,דנמרק,0,0,0,7,0,0,Denmark
2021-10-30,רוסיה,0,0,0,4,0,0,Russia
2021-10-30,ארצות הברית,0,0,0,599,35,0,United States
2021-10-30,מקסיקו,0,0,0,8,0,0,Mexico
2021-10-30,סרי לנקה (צילון),0,0,0,1,0,0,Sri Lanka (photo)
2021-10-30,ספרד,0,0,0,24,0,0,Spain
2021-10-30,אירלנד,0,0,0,6,0,0,Ireland
2021-10-30,איי קומורו,0,0,0,1,0,0,Comoros
2021-10-30,הונג קונג,0,0,0,0,0,0,Hong Kong
2021-10-30,אוקראינה,1,0,0,194,7,0,Ukraine
2021-10-30,שוודיה,0,0,0,4,0,0,Sweden
2021-10-30,איי סיישל,0,0,0,8,0,0,Seychelles
2021-10-30,ירדן,1,0,0,134,0,0,Jordan
2021-10-30,גאורגיה,0,0,0,126,8,0,Georgia
2021-10-30,ארמניה,0,0,0,2,0,0,Armenia
2021-10-30,הונגריה,0,1,0,328,4,0,Hungary
2021-10-30,בליז,0,0,0,1,0,0,Belize
2021-10-30,כלל המדינות,11,2,0,8244,308,0,All Countries
2021-10-31,רומניה,1,0,0,156,2,0,Romania
2021-10-31,איי גילברט ואליס,0,0,0,0,0,0,Gilbert and Alice Islands
2021-10-31,בילורוסיה,0,0,0,95,6,0,Belarus
2021-10-31,בחריין,0,0,0,4,0,0,Bahrain
2021-10-31,מצרים,0,0,0,1217,40,0,Egypt
2021-10-31,קניה,0,0,0,1,0,0,Kenya
2021-10-31,מונטנגרו,0,0,0,92,1,0,Montenegro
2021-10-31,ארגנטינה,0,0,0,16,0,0,Argentina
2021-10-31,אנגולה,0,0,0,4,0,0,Angola
2021-10-31,גווטאמלה,0,0,0,2,0,0,Guatemala
2021-10-31,הרפ הדומיניקנית,0,0,0,0,0,0,Dominican Harp
2021-10-31,אזרביג'אן,0,0,0,55,6,0,Azerbaijan
2021-10-31,קמרון,0,0,0,1,0,0,Cameroon
2021-10-31,רואנדה,0,0,0,0,0,0,Rwanda
2021-10-31,מיאנמר (בורמה),0,0,0,0,0,0,Myanmar (Burma)
2021-10-31,תוניסיה,0,0,0,0,0,0,Tunisia
2021-10-31,אסטוניה,0,0,0,4,0,0,Estonia
2021-10-31,ארצות הברית,2,1,0,761,29,0,United States
2021-10-31,עומן,0,0,0,0,0,0,Oman
2021-10-31,הונגריה,1,0,0,871,13,0,Hungary
2021-10-31,מאוריציוס,0,0,0,3,0,0,Mauritius
2021-10-31,מקסיקו,0,0,0,1,0,0,Mexico
2021-10-31,בוליביה,0,0,0,2,0,0,Bolivia
2021-10-31,אפגניסטן,0,0,0,0,1,0,Afghanistan
2021-10-31,דנמרק,0,0,0,60,1,0,Denmark
2021-10-31,מקדוניה,0,0,0,2,0,0,Macedonia
2021-10-31,קנדה,0,0,0,60,9,0,Canada
